,Armor,Armor Value,Config,Engine Size,Engine Type,Era,Heat Sinks,Mass,Myomer,Name,Rules Level,Source,Speeds,Structure,TechBase,Variant,Weapons
Great Turtle GTR-2,Standard(Inner Sphere),323,Quad,300, Compact Engine,3068,17 Double,100,Standard,Great Turtle,4,TRO 3055 - Jihad,"{'Walk': 3, 'Run': 5, 'Jump': '3'}",Endo Steel,Inner Sphere,GTR-2,"['4', ['Medium X-Pulse Laser, Left Torso', 'ER Medium Laser, Left Torso', 'ER PPC, Right Torso', 'Medium X-Pulse Laser, Head']]"
Kodiak 2,Standard(Clan),280,Biped,400, XL (Clan) Engine,3062,20 Double,100,Standard,Kodiak,2,TRO 3058 - Civil War,"{'Walk': 4, 'Run': 6, 'Jump': '4'}",Endo Steel,Clan,2,"['7', ['ER Large Laser, Center Torso', 'ER Medium Laser, Right Arm', 'ER Medium Laser, Right Arm', 'ER Medium Laser, Left Arm', 'ER Medium Laser, Left Arm', 'Streak SRM 6, Left Torso', 'Ultra AC/20, Right Torso']]"
Kodiak 4,Standard(Clan),280,Biped,400, XL (Clan) Engine,3066,20 Double,100,Standard,Kodiak,2,TRO 3058 - Civil War,"{'Walk': 4, 'Run': 6, 'Jump': '0'}",Endo Steel,Clan,4,"['7', ['ER Medium Laser, Right Arm', 'ER Medium Laser, Right Arm', 'ER Medium Laser, Left Arm', 'ER Medium Laser, Left Arm', 'LB 20-X AC, Right Torso', 'LRM 20, Right Arm', 'LRM 20, Left Arm']]"
Mackie MSK-6S,Primitive(Inner Sphere),214,Biped,360, Fusion Engine,2439,15 Single,100,Standard,Mackie,4,TRO 3075,"{'Walk': 3, 'Run': 5, 'Jump': '0'}",Standard,Inner Sphere,MSK-6S,"['4', ['Particle Cannon, Left Arm', 'Autocannon/10, Right Arm', 'Medium Laser, Center Torso', 'Medium Laser, Center Torso']]"
Mackie MSK-7A,Standard(Inner Sphere),304,Biped,300, Fusion Engine(IS),2470,21 Single,100,Standard,Mackie,1,RS 3075U,"{'Walk': 3, 'Run': 5, 'Jump': '0'}",IS Standard,Inner Sphere,MSK-7A,"['4', ['Large Laser, Left Torso', 'Large Laser, Right Torso', 'PPC, Left Arm', 'AC/20, Right Arm']]"
Mackie MSK-8B,Standard(Inner Sphere),307,Biped,300, Fusion Engine,2576,21 Single,100,Standard,Mackie,2,TRO 3075,"{'Walk': 3, 'Run': 5, 'Jump': '0'}",Standard,Inner Sphere,MSK-8B,"['5', ['Autocannon/20, Right Arm', 'Particle Cannon, Left Arm', 'Particle Cannon, Left Arm', 'Medium Laser, Center Torso', 'Medium Laser, Center Torso']]"
Mackie MSK-9H,Standard(Inner Sphere),304,Biped,300, Fusion Engine,2576,20 Single,100,Standard,Mackie,2,TRO 3075,"{'Walk': 3, 'Run': 5, 'Jump': '0'}",Standard,Inner Sphere,MSK-9H,"['5', ['Autocannon/20, Right Arm', 'Particle Cannon, Left Arm', 'Particle Cannon, Left Arm', 'Medium Laser, Center Torso', 'Medium Laser, Center Torso']]"
Mackie MSK-9HKR Kill Roys Little Buddy,Standard(Inner Sphere),304,Biped,300, Fusion Engine(IS),2750,13 Double,100,Standard,Mackie,4,Star League,"{'Walk': 3, 'Run': 5, 'Jump': '0'}",IS Standard,Inner Sphere,MSK-9HKR 'Kill-Roy’s Little Buddy',"['6', ['PPC, Left Arm', 'PPC, Left Arm', 'Medium Laser, Center Torso', 'Medium Laser, Center Torso', 'LB 10-X AC, Right Torso', 'LB 10-X AC, Left Torso']]"
Marauder II Bounty Hunter,Ferro-Fibrous(Clan),307,Biped,300, Fusion (Clan) Engine(IS),3064,17 Double,100,Standard,Marauder II,2,BattleTech Dossiers: The Bounty Hunter - Civil War,"{'Walk': 3, 'Run': 5, 'Jump': '3'}",Endo Steel,Clan,(Bounty Hunter),"['7', ['ER PPC, Left Arm', 'Medium Pulse Laser, Left Arm', 'Medium Pulse Laser, Left Arm', 'ER PPC, Right Arm', 'Medium Pulse Laser, Right Arm', 'Medium Pulse Laser, Right Arm', 'Gauss Rifle, Right Torso']]"
Marauder II C,Ferro-Fibrous(Clan),278,Biped,400, XL (Clan) Engine,3066,23 Double,100,Standard,Marauder II,2,Civil War,"{'Walk': 4, 'Run': 6, 'Jump': '4'}",Endo Steel,Clan,C,"['5', ['ER PPC, Left Arm', 'ER Medium Laser, Left Arm', 'ER PPC, Right Arm', 'ER Medium Laser, Right Arm', 'LB 10-X AC, Right Torso']]"
Marauder II MAD-4A,Standard(Inner Sphere),304,Biped,300, Fusion Engine,3012,29 Single,100,Standard,Marauder II,1,TRO 3039 - Succession Wars,"{'Walk': 3, 'Run': 5, 'Jump': '3'}",Standard,Inner Sphere,MAD-4A,"['5', ['Large Laser, Right Torso', 'Medium Laser, Right Arm', 'Medium Laser, Left Arm', 'PPC, Right Arm', 'PPC, Left Arm']]"
Marauder II MAD-4H,Standard(Inner Sphere),307,Biped,300, Fusion Engine,3067,21 Single,100,Standard,Marauder II,2,Civil War,"{'Walk': 3, 'Run': 5, 'Jump': '3'}",Standard,Inner Sphere,MAD-4H,"['15', ['ER PPC, Left Arm', 'ER Medium Laser, Left Arm', 'ER PPC, Right Arm', 'ER Medium Laser, Right Arm', 'Rocket Launcher 20, Left Torso', 'Rocket Launcher 20, Left Torso', 'Rocket Launcher 15, Left Torso', 'Rocket Launcher 15, Left Torso', 'Rocket Launcher 15, Left Torso', 'Rocket Launcher 20, Right Torso', 'Rocket Launcher 20, Right Torso', 'Rocket Launcher 15, Right Torso', 'Rocket Launcher 15, Right Torso', 'Rocket Launcher 15, Right Torso', 'Rocket Launcher 10, Head']]"
Marauder II MAD-4K,Standard(Inner Sphere),307,Biped,300, Light Engine,3070,16 Double,100,Standard,Marauder II,2,Jihad,"{'Walk': 3, 'Run': 5, 'Jump': '3'}",Standard,Inner Sphere,MAD-4K,"['5', ['Heavy PPC, Left Arm', 'ER Small Laser, Left Arm', 'Heavy PPC, Right Arm', 'ER Small Laser, Right Arm', 'Gauss Rifle, Right Torso']]"
Kodiak 3,Standard(Clan),280,Biped,400, XL (Clan) Engine,3068,14 Double,100,Standard,Kodiak,2,TRO 3058 - Jihad,"{'Walk': 4, 'Run': 6, 'Jump': '0'}",Endo Steel,Clan,3,"['6', ['ER Medium Laser, Right Arm', 'ER Medium Laser, Right Arm', 'ER Medium Laser, Left Arm', 'ER Medium Laser, Left Arm', 'LB 20-X AC, Left Torso', 'LB 20-X AC, Right Torso']]"
Marauder II MAD-4S,Standard(Inner Sphere),307,Biped,300, Light Engine,3064,16 Double,100,Standard,Marauder II,2,Civil War,"{'Walk': 3, 'Run': 5, 'Jump': '3'}",Standard,Inner Sphere,MAD-4S,"['5', ['ER PPC, Left Arm', 'ER Medium Laser, Left Arm', 'ER PPC, Right Arm', 'ER Medium Laser, Right Arm', 'Heavy Gauss Rifle, Center Torso']]"
Marauder II MAD-5B,Standard(Inner Sphere),304,Biped,300, Fusion Engine(IS),3050,16 Double,100,Standard,Marauder II,2,Clan Invasion,"{'Walk': 3, 'Run': 5, 'Jump': '3'}",Standard,Inner Sphere,MAD-5B,"['5', ['ER PPC, Left Arm', 'Medium Laser, Left Arm', 'ER PPC, Right Arm', 'Medium Laser, Right Arm', 'Gauss Rifle, Right Torso']]"
Marauder II MAD-5C,Standard(Inner Sphere),304,Biped,300, XL Engine(IS),3052,32 Single,100,Standard,Marauder II,2,Clan Invasion,"{'Walk': 3, 'Run': 5, 'Jump': '3'}",Standard,Inner Sphere,MAD-5C,"['5', ['ER PPC, Left Arm', 'Medium Laser, Left Arm', 'ER PPC, Right Arm', 'Medium Laser, Right Arm', 'Ultra AC/5, Right Torso']]"
Marauder II MAD-5W,Standard(Inner Sphere),307,Biped,300, Fusion Engine(IS),3070,16 Double,100,Standard,Marauder II,2,Jihad,"{'Walk': 3, 'Run': 5, 'Jump': '5'}",Endo Steel,Inner Sphere,MAD-5W,"['3', ['Snub-Nose PPC, Left Arm', 'Snub-Nose PPC, Right Arm', 'Heavy PPC, Right Torso']]"
Marauder II MAD-6D,Standard(Inner Sphere),304,Biped,300, XL Engine(IS),3083,14 Double,100,Standard,Marauder II,2,Dark Age,"{'Walk': 3, 'Run': 5, 'Jump': '5'}",Standard,Inner Sphere,MAD-6D,"['5', ['Snub-Nose PPC, Left Arm', 'Light PPC, Left Arm', 'Snub-Nose PPC, Right Arm', 'Light PPC, Right Arm', 'Rotary AC/5, Right Torso']]"
Marauder II MAD-6M,Standard(Inner Sphere),304,Biped,400, XL Engine(IS),3078,18 Double,100,Standard,Marauder II,4,Jihad,"{'Walk': 4, 'Run': 6, 'Jump': '4'}",Endo Steel,Inner Sphere,MAD-6M,"['5', ['Large X-Pulse Laser, Left Arm', 'Medium X-Pulse Laser, Left Arm', 'Large X-Pulse Laser, Right Arm', 'Medium X-Pulse Laser, Right Arm', 'ER PPC, Right Torso']]"
Kraken (Bane) 4,Standard(Clan),304,Biped,300, XL (Clan) Engine,3066,17 Double,100,Standard,Kraken (Bane),2,TRO 3055 - Civil War,"{'Walk': 3, 'Run': 5, 'Jump': '0'}",Standard,Clan,4,"['6', ['Ultra AC/20, Left Arm', 'Ultra AC/20, Right Arm', 'ATM 6, Left Torso', 'ATM 6, Right Torso', 'ATM 6, Right Torso', 'ER Large Laser, Right Torso']]"
Kraken (Bane) 3,Standard(Clan),304,Biped,300, XL (Clan) Engine,3054,19 Double,100,Standard,Kraken (Bane),2,TRO 3055 - Clan Invasion,"{'Walk': 3, 'Run': 5, 'Jump': '0'}",Standard,Clan,3,"['9', ['LRM 15, Left Arm', 'LRM 15, Left Arm', 'LRM 15, Left Arm', 'LRM 15, Left Arm', 'LRM 15, Right Arm', 'LRM 15, Right Arm', 'LRM 15, Right Arm', 'LRM 15, Right Arm', 'Streak SRM 4 (OS), Head']]"
Kraken (Bane) 2,Standard(Clan),304,Biped,300, XL (Clan) Engine,3053,10 Double,100,Standard,Kraken (Bane),2,TRO 3055 - Clan Invasion,"{'Walk': 3, 'Run': 5, 'Jump': '0'}",Standard,Clan,2,"['8', ['Ultra AC/10, Left Arm', 'Ultra AC/10, Left Arm', 'Ultra AC/10, Right Arm', 'Ultra AC/10, Right Arm', 'Machine Gun, Right Torso', 'Machine Gun, Right Torso', 'Machine Gun, Right Torso', 'Machine Gun, Right Torso']]"
Kraken (Bane),Standard(Clan),304,Biped,300, XL (Clan) Engine,2827,10 Double,100,Standard,Kraken (Bane),2,TRO 3055 - Succession Wars,"{'Walk': 3, 'Run': 5, 'Jump': '0'}",Standard,Clan,(Standard),"['14', ['Ultra AC/2, Left Arm', 'Ultra AC/2, Left Arm', 'Ultra AC/2, Left Arm', 'Ultra AC/2, Left Arm', 'Ultra AC/2, Left Arm', 'Ultra AC/2, Right Arm', 'Ultra AC/2, Right Arm', 'Ultra AC/2, Right Arm', 'Ultra AC/2, Right Arm', 'Ultra AC/2, Right Arm', 'Machine Gun, Right Torso', 'Machine Gun, Right Torso', 'Machine Gun, Right Torso', 'Machine Gun, Right Torso']]"
Kodiak 5,Standard(Clan),280,Biped,400, XL (Clan) Engine,3052,23 Double,100,Standard,Kodiak,2,TRO 3058 - Clan Invasion,"{'Walk': 4, 'Run': 6, 'Jump': '0'}",Endo Steel,Clan,5,"['12', ['ER Medium Laser, Left Arm', 'ER Medium Laser, Left Arm', 'ER Medium Laser, Left Arm', 'ER Medium Laser, Left Arm', 'ER Medium Laser, Right Arm', 'ER Medium Laser, Right Arm', 'ER Medium Laser, Right Arm', 'ER Medium Laser, Right Arm', 'ER Large Laser, Center Torso', 'ER Medium Laser, Right Arm', 'ER Large Laser, Left Arm', 'Gauss Rifle, Right Torso']]"
Marauder II MAD-5A,Standard(Inner Sphere),304,Biped,300, XL Engine,3049,29 Single,100,Standard,Marauder II,2,Clan Invasion,"{'Walk': 3, 'Run': 5, 'Jump': '3'}",Standard,Inner Sphere,MAD-5A,"['5', ['ER PPC, Left Arm', 'Medium Laser, Left Arm', 'ER PPC, Right Arm', 'Medium Laser, Right Arm', 'LB 10-X AC, Right Torso']]"
Vanquisher VQR-7V,Standard Armor,304,Biped,300, Fusion Engine,3071,15 Double,100,Standard,Vanquisher,3,,"{'Walk': 3, 'Run': 5, 'Jump': '0'}",Endo-Steel,Inner Sphere,VQR-7V,"['6', ['1 ISImprovedC3CPU, Center Torso', '1 ISRotaryAC5, Right Arm, Ammo:100', '1 ISRotaryAC5, Left Arm', '1 ISHeavyPPC, Right Torso', '1 ISLightPPC, Right Torso', '1 ISLightPPC, Left Torso']]"
Great Turtle GTR-1,Hardened(Inner Sphere),323,Quad,300, Fusion Engine,3067,14 Double,100,Standard,Great Turtle,4,TRO 3055 - Civil War,"{'Walk': 3, 'Run': 5, 'Jump': '3'}",Endo Steel,Inner Sphere,GTR-1,"['4', ['Medium X-Pulse Laser, Left Torso', 'Medium X-Pulse Laser, Left Torso', 'Large X-Pulse Laser, Right Torso', 'Medium X-Pulse Laser, Head']]"
Pillager PLG-3Z,Standard(Inner Sphere),307,Biped,300, XL Engine,2594,14 Double,100,Standard,Pillager,2,TRO 3058 - Star League,"{'Walk': 3, 'Run': 5, 'Jump': '3'}",Standard,Inner Sphere,PLG-3Z,"['7', ['Large Laser, Right Arm', 'Medium Laser, Left Arm', 'Medium Laser, Left Arm', 'Medium Laser, Center Torso', 'Medium Laser, Head', 'Gauss Rifle, Left Torso', 'Gauss Rifle, Right Torso']]"
Daishi (Dire Wolf) A,Standard(Clan),304,Biped Omnimech,300, XL (Clan) Engine(IS),3010,s Heat Sinks:12,100,Standard,Daishi (Dire Wolf),2,TRO 3050 - Succession Wars,"{'Walk': 3, 'Run': 5, 'Jump': '0'}",IS Standard,Clan,A,"['7', ['Gauss Rifle, Left Arm', 'Large Pulse Laser, Right Arm', 'Large Pulse Laser, Right Arm', 'Large Pulse Laser, Right Arm', 'Streak SRM 6, Left Torso', 'Streak SRM 6, Left Torso', 'AMS, Right Torso']]"
Scylla,Ferro-Fibrous,297,Biped,400, XL Engine,3062,17 Double,100,Standard,Scylla,2,,"{'Walk': 4, 'Run': 6, 'Jump': '4'}",Endo Steel,Clan,(Standard),"['5', ['1 CLLRM20, Right Arm, Ammo:18', '1 CLLRM20, Left Arm', '1 CLLBXAC10, Right Torso, Ammo:20', '2 CLERMediumLaser, Left Torso', '1 CLERLargeLaser, Head']]"
Scylla 2,Ferro-Fibrous,297,Biped,400, XL Fusion Engine,3079,17 Double,100,Standard,Scylla,2,,"{'Walk': 4, 'Run': 6, 'Jump': '4'}",Endo-Steel,Clan,2,"['7', ['1 CLSmallPulseLaser, Head', '1 CLERMediumLaser, Right Torso', '1 CLERMediumLaser, Left Torso', '1 CLMediumPulseLaser, Right Torso', '1 CLMediumPulseLaser, Left Torso', '1 CLHAG20, Right Arm, Ammo:24', '1 CLHAG20, Left Arm']]"
Scylla 3,Ferro-Fibrous,297,Biped,400, XL Fusion Engine,3082,16 Double,100,Standard,Scylla,2,,"{'Walk': 4, 'Run': 6, 'Jump': '0'}",Endo-Steel,Clan,3,"['4', ['1 CLERPPC, Right Torso', '1 CLHeavyLargeLaser, Left Torso', '1 CLHAG30, Right Arm, Ammo:12', '1 CLLBXAC20, Left Arm, Ammo:10']]"
Thunder Hawk TDK-7KMA,Standard(Inner Sphere),307,Biped,300, XL Engine,3059,10 Double,100,Standard,Thunder Hawk,3,TRO 3058 - Clan Invasion,"{'Walk': 3, 'Run': 5, 'Jump': '0'}",Standard,Inner Sphere,TDK-7KMA,"['7', ['Medium Laser, Right Arm', 'Medium Laser, Left Arm', 'Medium Laser, Left Arm', 'Medium Laser, Head', 'Gauss Rifle, Right Arm', 'Gauss Rifle, Right Torso', 'Arrow IV, Left Arm']]"
Thunder Hawk TDK-7S,Standard(Inner Sphere),296,Biped,300, Light Engine,3065,10 Single,100,Standard,Thunder Hawk,2,TRO 3058 - Civil War,"{'Walk': 3, 'Run': 5, 'Jump': '0'}",Standard,Inner Sphere,TDK-7S,"['5', ['Gauss Rifle, Right Arm', 'Medium Laser, Right Arm', 'Gauss Rifle, Left Torso', 'Gauss Rifle, Right Torso', 'Medium Laser, Head']]"
Thunder Hawk TDK-7X,Standard(Inner Sphere),307,Biped,300, XL Engine,2771,10 Single,100,Standard,Thunder Hawk,2,TRO 3058 - Star League,"{'Walk': 3, 'Run': 5, 'Jump': '0'}",Standard,Inner Sphere,TDK-7X,"['7', ['Medium Laser, Right Arm', 'Medium Laser, Left Arm', 'Medium Laser, Left Arm', 'Medium Laser, Head', 'Gauss Rifle, Right Arm', 'Gauss Rifle, Left Torso', 'Gauss Rifle, Right Torso']]"
Thunder Hawk TDK-7Y,Standard(Inner Sphere),307,Biped,300, XL Engine,3058,10 Single,100,Standard,Thunder Hawk,2,TRO 3058 - Clan Invasion,"{'Walk': 3, 'Run': 5, 'Jump': '0'}",Standard,Inner Sphere,TDK-7Y,"['5', ['Gauss Rifle, Right Arm', 'Gauss Rifle, Left Torso', 'Gauss Rifle, Right Torso', 'Medium Pulse Laser, Left Arm', 'Medium Pulse Laser, Right Arm']]"
Titan II TI-2P,Standard(Inner Sphere),304,Biped,300, Fusion Engine(IS),3071,18 Double,100,Standard,Titan II,2,TRO 3075,"{'Walk': 3, 'Run': 5, 'Jump': '0'}",IS Standard,Inner Sphere,TI-2P,"['9', ['Streak SRM 6, Left Arm', 'ER Medium Laser, Left Arm', 'Heavy PPC, Right Arm', 'ER Medium Laser, Right Arm', 'MML 9, Left Torso', 'MML 9, Right Torso', 'ER Medium Laser, Center Torso', 'ER Medium Laser, Center Torso', 'ER Small Laser, Head']]"
Titan II TI-2PA,Standard(Inner Sphere),304,Biped,300, Fusion Engine,3076,16 Double,100,Standard,Titan II,2,TRO 3075,"{'Walk': 3, 'Run': 5, 'Jump': '3'}",Standard,Inner Sphere,TI-2PA,"['17', ['Plasma Rifle, Right Arm', 'Medium Laser, Right Arm', 'Plasma Rifle, Left Arm', 'Medium Laser, Left Arm', 'Machine Gun, Right Torso', 'Machine Gun, Right Torso', 'Machine Gun, Right Torso', 'Machine Gun, Right Torso', 'Machine Gun Array, Right Torso', 'Machine Gun, Left Torso', 'Machine Gun, Left Torso', 'Machine Gun, Left Torso', 'Machine Gun, Left Torso', 'Machine Gun Array, Left Torso', 'Streak SRM 6, Left Torso', 'Medium Laser, Head', 'Medium Laser, Center Torso']]"
Titan TI-1A,Standard(Inner Sphere),304,Biped,300, Fusion Engine,2787,22 Single,100,Standard,Titan,1,TRO 3075,"{'Walk': 3, 'Run': 5, 'Jump': '0'}",Standard,Inner Sphere,TI-1A,"['13', ['Medium Laser, Left Arm', 'Medium Laser, Left Arm', 'Medium Laser, Left Arm', 'Medium Laser, Right Arm', 'Medium Laser, Right Arm', 'Medium Laser, Right Arm', 'Particle Cannon, Left Torso', 'SRM 4, Left Torso', 'SRM 4, Left Torso', 'Particle Cannon, Right Torso', 'SRM 4, Right Torso', 'SRM 4, Right Torso', 'SRM 6, Center Torso']]"
Berserker BRZ-C3,Standard(Inner Sphere),296,Biped,400, Light Engine,3067,15 Double,100,Triple-Strength,Berserker,2,TRO 3055 - Civil War,"{'Walk': 4, 'Run': 6, 'Jump': '0'}",Endo Steel,Inner Sphere,BRZ-C3,"['9', ['ER PPC, Left Arm', 'ER Medium Laser, Left Torso', 'ER Medium Laser, Left Torso', 'ER Medium Laser, Left Torso', 'ER Medium Laser, Right Torso', 'ER Medium Laser, Right Torso', 'ER Medium Laser, Right Torso', 'AMS, Center Torso', 'Flamer, Head']]"
Berserker BRZ-B3,Standard(Inner Sphere),296,Biped,400, XL Engine,3056,16 Double,100,Standard,Berserker,2,TRO 3055 - Clan Invasion,"{'Walk': 4, 'Run': 6, 'Jump': '0'}",Endo Steel,Inner Sphere,BRZ-B3,"['5', ['ER PPC, Left Arm', 'LRM 10, Left Torso', 'LRM 10, Right Torso', 'AMS, Center Torso', 'Flamer, Head']]"
Berserker BRZ-A3,Standard(Inner Sphere),296,Biped,400, XL Engine,3056,16 Double,100,Standard,Berserker,2,TRO 3055 - Clan Invasion,"{'Walk': 4, 'Run': 6, 'Jump': '0'}",Endo Steel,Inner Sphere,BRZ-A3,"['5', ['ER PPC, Left Arm', 'Large Pulse Laser, Left Torso', 'Large Pulse Laser, Right Torso', 'AMS, Center Torso', 'Flamer, Head']]"
Behemoth (Stone Rhino) 6,Ferro-Fibrous(Clan),307,Biped,400, XL (Clan) Engine(IS),2999,18 Double,100,Standard,Behemoth (Stone Rhino),2,TRO 3055 - Succession Wars,"{'Walk': 4, 'Run': 6, 'Jump': '2'}",IS Standard,Clan,6,"['15', ['ER Small Laser, Head', 'Medium Pulse Laser, Left Torso', 'Medium Pulse Laser, Left Torso', 'Medium Pulse Laser, Left Torso', 'Medium Pulse Laser, Left Torso', 'Medium Pulse Laser, Right Torso', 'Medium Pulse Laser, Right Torso', 'Medium Pulse Laser, Left Torso', 'Medium Pulse Laser, Right Torso', 'Medium Pulse Laser, Right Torso', 'Medium Pulse Laser, Left Torso', 'Medium Pulse Laser, Right Torso', 'Medium Pulse Laser, Right Torso', 'Medium Pulse Laser, Right Torso', 'Medium Pulse Laser, Left Torso']]"
Behemoth (Stone Rhino) 5,Standard(Clan),262,Biped,400, XL (Clan) Engine(IS),2846,12 Double,100,Standard,Behemoth (Stone Rhino),2,TRO 3055 - Succession Wars,"{'Walk': 4, 'Run': 6, 'Jump': '0'}",IS Standard,Clan,5,"['10', ['LB 5-X AC, Right Torso', 'LB 5-X AC, Left Torso', 'LB 5-X AC, Left Torso', 'LB 5-X AC, Right Torso', 'ER Medium Laser, Right Arm', 'ER Medium Laser, Left Arm', 'ER Medium Laser, Left Arm', 'ER Medium Laser, Left Arm', 'ER Medium Laser, Right Arm', 'ER Medium Laser, Right Arm']]"
Behemoth (Stone Rhino) 4,Standard(Clan),264,Biped,300, XL (Clan) Engine(IS),2846,17 Single,100,Standard,Behemoth (Stone Rhino),2,TRO 3055 - Succession Wars,"{'Walk': 3, 'Run': 5, 'Jump': '3'}",IS Standard,Clan,4,"['14', ['ER Medium Laser, Right Arm', 'ER Medium Laser, Right Arm', 'ER Medium Laser, Left Arm', 'ER Medium Laser, Left Arm', 'LRM 10, Right Torso', 'LRM 10, Right Torso', 'LRM 10, Left Torso', 'LRM 10, Left Torso', 'Ultra AC/10, Left Torso', 'Ultra AC/10, Right Torso', 'Machine Gun, Right Arm', 'Machine Gun, Left Arm', 'Machine Gun, Left Arm', 'Machine Gun, Right Arm']]"
Behemoth (Stone Rhino) 3,Standard(Clan),304,Biped,300, XL (Clan) Engine,3068,21 Double,100,Standard,Behemoth (Stone Rhino),2,TRO 3055 - Jihad,"{'Walk': 3, 'Run': 5, 'Jump': '3'}",Standard,Clan,3,"['8', ['Large Pulse Laser, Left Arm', 'Large Pulse Laser, Left Arm', 'Large Pulse Laser, Right Arm', 'Large Pulse Laser, Right Arm', 'ATM 9, Left Torso', 'ER Micro Laser, Left Torso', 'ATM 9, Right Torso', 'ER Micro Laser, Right Torso']]"
Behemoth (Stone Rhino) 2,Standard(Clan),304,Biped,300, XL (Clan) Engine,3061,16 Double,100,Standard,Behemoth (Stone Rhino),2,TRO 3055 - Civil War,"{'Walk': 3, 'Run': 5, 'Jump': '3'}",Standard,Clan,2,"['11', ['Heavy Large Laser, Left Arm', 'Heavy Medium Laser, Left Arm', 'Heavy Small Laser, Left Arm', 'Heavy Large Laser, Right Arm', 'Heavy Medium Laser, Right Arm', 'Heavy Small Laser, Right Arm', 'Gauss Rifle, Left Torso', 'Heavy Medium Laser, Left Torso', 'Gauss Rifle, Right Torso', 'Heavy Medium Laser, Right Torso', 'AMS, Head']]"
Behemoth (Stone Rhino),Standard(Clan),288,Biped,300, Fusion (Clan) Engine,2847,10 Double,100,Standard,Behemoth (Stone Rhino),2,TRO 3055 - Succession Wars,"{'Walk': 3, 'Run': 5, 'Jump': '3'}",Standard,Clan,(Standard),"['5', ['Large Pulse Laser, Right Arm', 'Large Pulse Laser, Left Arm', 'Gauss Rifle, Left Torso', 'Gauss Rifle, Right Torso', 'Small Pulse Laser, Head']]"
Vanquisher VQR-2A,Standard Armor,307,Biped,300, Fusion Engine,3063,16 Double,100,Standard,Vanquisher,2,,"{'Walk': 3, 'Run': 5, 'Jump': '0'}",Endo-Steel,Inner Sphere,VQR-2A,"['8', ['1 ISLightGaussRifle, Left Arm, Ammo:64', '1 ISLightGaussRifle, Right Arm', '1 ISImprovedC3CPU, Center Torso', '1 ISERLargeLaser, Left Torso', '1 ISERLargeLaser, Right Torso', '1 ISERMediumLaser, Left Torso', '1 ISERMediumLaser, Head', '1 ISERMediumLaser, Right Torso']]"
Vanquisher VQR-2B,Standard Armor,307,Biped,300, Fusion Engine,3067,12 Double,100,Standard,Vanquisher,2,,"{'Walk': 3, 'Run': 5, 'Jump': '0'}",Endo Steel,Inner Sphere,VQR-2B,"['6', ['2 ISUltraAC5, Right Arm, Ammo:120', '2 ISUltraAC5, Left Arm', '1 ISERMediumLaser, Right Torso', '1 ISERMediumLaser, Left Torso', '1 ISImprovedC3CPU, Center Torso', '1 ISERMediumLaser, Head']]"
Vanquisher VQR-5V,Ferro-Fibrous(Inner Sphere),304,Biped,300, Compact Engine(IS),3069,12 Double,100,Standard,Vanquisher,2,RS:3067U,"{'Walk': 3, 'Run': 5, 'Jump': '0'}",Endo Steel,Inner Sphere,VQR-5V,"['7', ['ER Medium Laser, Center Torso', 'ER Medium Laser, Head', 'ER Large Laser, Left Arm', 'ER Large Laser, Right Arm', 'Heavy Gauss Rifle, Right Torso', 'B-Pod, Left Leg', 'B-Pod, Right Leg']]"
Daishi (Dire Wolf) B,Standard(Clan),304,Biped Omnimech,300, XL (Clan) Engine(IS),3010,s Heat Sinks:12,100,Standard,Daishi (Dire Wolf),2,TRO 3050 - Succession Wars,"{'Walk': 3, 'Run': 5, 'Jump': '0'}",IS Standard,Clan,B,"['10', ['ER PPC, Left Arm', 'ER PPC, Left Arm', 'Medium Pulse Laser, Left Arm', 'Medium Pulse Laser, Left Arm', 'LB 10-X AC, Right Arm', 'Ultra AC/2, Left Torso', 'Ultra AC/2, Left Torso', 'Ultra AC/2, Right Torso', 'Ultra AC/2, Right Torso', 'ER Small Laser, Center Torso']]"
Pillager PLG-1N,Standard((Unknown Technology Base)),272,Biped,300, Fusion Engine,2575,16 Single,100,Standard,Pillager,1,TRO 3058 - Star League,"{'Walk': 3, 'Run': 5, 'Jump': '2'}",Standard,Inner Sphere,PLG-1N,"['6', ['Medium Laser, Left Arm', 'Medium Laser, Right Arm', 'Medium Laser, Head', 'SRM 4, Center Torso', 'Autocannon/20, Right Torso', 'Autocannon/20, Left Torso']]"
Daishi (Dire Wolf) C,Standard(Clan),304,Biped Omnimech,300, XL (Clan) Engine(IS),3054,s Heat Sinks:12,100,Standard,Daishi (Dire Wolf),2,TRO 3050 - Clan Invasion,"{'Walk': 3, 'Run': 5, 'Jump': '3'}",IS Standard,Clan,C,"['9', ['ER PPC, Left Arm', 'ATM 6, Left Arm', 'ER PPC, Right Arm', 'ATM 6, Right Arm', 'Medium Pulse Laser, Left Torso', 'Medium Pulse Laser, Left Torso', 'Medium Pulse Laser, Left Torso', 'Medium Pulse Laser, Right Torso', 'Streak SRM 4 (OS), Head']]"
Daishi (Dire Wolf) H,Standard(Clan),304,Biped Omnimech,300, XL (Clan) Engine(IS),3059,s Heat Sinks:12,100,Standard,Daishi (Dire Wolf),2,TRO 3050 - Clan Invasion,"{'Walk': 3, 'Run': 5, 'Jump': '0'}",IS Standard,Clan,H,"['6', ['Gauss Rifle, Left Arm', 'Heavy Large Laser, Left Arm', 'Gauss Rifle, Right Arm', 'Heavy Large Laser, Right Arm', 'Medium Pulse Laser, Right Torso', 'Flamer, Head']]"
